option_name,autoload,size_bytes,owner,active_owner,recommended_action,confidence,rollback,notes
wc_facebook_page_id,yes,15,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_facebook_pixel_id,yes,15,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_facebook_product_catalog_id,yes,15,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_facebook_business_manager_id,yes,15,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
litespeed.conf.object-pswd,yes,15,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jp_sync_last_success_immediate-send,no,15,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
jp_sync_last_success_sync,no,15,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
w3tc_stats_hotspot_end,no,15,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_dedicated_spawn_lock,no,15,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.cdn\quic._summary,yes,15,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
tml_register_slug,auto,15,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_pos_store_phone,on,15,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
schema-ActionScheduler_StoreSchema,yes,14,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
schema-ActionScheduler_LoggerSchema,yes,14,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_checkout_order_received_endpoint,yes,14,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_wcwl_add_to_wishlist_style,yes,14,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_add_to_cart_style,yes,14,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
easypack_login,yes,14,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_default_send_method,yes,14,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_sender_email,yes,14,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_iwo_price_lowest_short_message,yes,14,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcan_seo_value,auto,14,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
template,yes,13,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
timezone_string,yes,13,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_myaccount_lost_password_endpoint,yes,13,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_wcwl_em_button_icon,yes,13,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
analyst_cache,yes,13,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
litespeed.conf.debug-ips,yes,13,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcan_reset_button_position,auto,13,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
cmplz_wsc_checks_scan_createdAt,off,13,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
permalink_structure,yes,12,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_ship_to_destination,off,12,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_myaccount_edit_account_endpoint,yes,12,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_myaccount_edit_address_endpoint,yes,12,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_wcwl_pr_button_icon,yes,12,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
easypack_dispatch_point_street,yes,12,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_sender_street,yes,12,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
googlelanguagetranslator_spanish_flag_choice,yes,12,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
glt_floating_widget_position,yes,12,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
tml_lostpassword_slug,auto,12,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
astra-sites-last-export-checksums-latest,off,12,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
astra-sites-last-export-checksums,off,12,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_currency_pos,yes,11,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_wcwl_button_position,yes,11,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_wishlist_title,yes,11,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_fb_button_icon,yes,11,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_wa_button_icon,yes,11,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
easypack_dispatch_point_name,yes,11,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
googlelanguagetranslator_flags_alignment,yes,11,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updraft_service,yes,11,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_default_homepage_layout,yes,11,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
default_role,yes,10,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
admin_email_lifespan,yes,10,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
xtocky-update-time,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
revslider_server_refresh,yes,10,revslider,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_email_from_name,no,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_myaccount_view_order_endpoint,yes,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_admin_install_timestamp,yes,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_wcwl_add_to_wishlist_icon,yes,10,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_tw_button_icon,yes,10,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
bsf_local_transient,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpsr_since,yes,10,wp-reviews-google,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ogf_activation_date,no,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
pum-has-cached-css,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
pum-has-cached-js,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
easypack_default_dispatch_point,yes,10,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_sales_record_date,yes,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
googlelanguagetranslator_url_structure,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rsssl_activation_timestamp,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updraftplus_tour_cancelled_on,yes,10,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_last_scheduled_fd,yes,10,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_last_scheduled_d,yes,10,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wc_admin_note_home_screen_feedback_homescreen_accessed,yes,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
envato_setup_complete,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
recovery_mode_email_last_sent,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wc_blocks_version,yes,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_facebook_pixel_install_time,yes,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
whatthefile-install-date,no,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
two_saved_nonce,no,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ewww_image_optimizer_review_time,no,10,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
rank_math_install_date,yes,10,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
mfrh_rating_date,no,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
monsterinsights_sitenotes_installed,yes,10,monsterinsights,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_install_timestamp,yes,10,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.optimize.timestamp_purge_css,yes,10,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woo-feed-free-activation-time,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_tracker_last_send,yes,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_admin-wc-helper-last-refresh,yes,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wp-all-import-pro_timeout_85b8495febade7a221f67b0bca7d59d9,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpai-woocommerce-add-on_timeout_080fdc82a3a678dab2d4f10c27ddeb79,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woo_feed_review_notice_next_show_time,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_elementor_pro_installed_time,yes,10,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_tracker_last_send,yes,10,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_elementor_installed_time,yes,10,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_elementor_settings_update_time,yes,10,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woof_later_rate_alert,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
berocket_last_close_notices_time,yes,10,woocommerce-ajax-filters,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
forminator_free_install_date,no,10,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
limit_login_activation_timestamp,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_notice_enable_notify_timestamp,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpsupercache_start,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpsupercache_gc_time,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wcpay_activation_timestamp,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
jetpack_next_sync_time_sync,yes,10,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_next_sync_time_full-sync-enqueue,yes,10,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_setupguide_completed,no,10,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
w3tc_stats_hotspot_start,no,10,w3-total-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wfls_last_role_change,no,10,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
gla_merchant_id,yes,10,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_ads_id,yes,10,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_mc_setup_completed_at,yes,10,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_update_all_products_last_sync,yes,10,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
bvActivateTime,no,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
bvLastRecvTime,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
bvwatchtime,no,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ai-image-alt-text-generator-for-wp_tracking_last_send,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
mwai_rating_date,no,10,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ai-content-generation_tracking_last_send,yes,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_mail_smtp_activated_time,no,10,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
easypack_api_environment,yes,10,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_api_limit_connection,yes,10,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
user_registration_updated_at,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
user_registration_form_setting_default_user_role,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
user_registration_my_account_layout,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
um_first_activation_date,auto,10,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_tml_installed_at,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_tml_updated_at,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
bp_custom_order_status_installed,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wt_p_iew_basic_start_date,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woo_ml_account_name,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpassetcleanup_first_usage,off,10,wp-asset-clean-up,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraftplus_dismissedautobackup,on,10,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
optimole_wp_install,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updraft_lock_2091ce4db340,no,10,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_lock_load-url-task,no,10,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
user_registration_installation_date,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_mail_logging_activated_time,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
cmplz_activation_time,off,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_last_cookie_scan,auto,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_cookie_data_verified_date,auto,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_documents_update_date,auto,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_publish_date,auto,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_last_cookie_sync,auto,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_wsc_checks_last_mail_sent,off,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_wsc_signup_date,off,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_wsc_connection_updated,off,10,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
rank_math_analytics_last_updated,auto,10,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
nickx_slider_layout,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpai_modal_review_dismissed_time,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
rank_math_pro_notice_date,off,10,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
astra_analytics_installed_time,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
bsf_analytics_installed_time,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_wpforms_transient_timeout_addons.json,off,10,wpforms,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpforms_transient_addons.json,off,10,wpforms,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpforms_transient_timeout_existing_tables,off,10,wpforms,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpallimport_session_expires_new_,off,10,wp-all-import-pro,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
rank_math_already_upgraded,auto,10,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
rank_math_review_notice_date,off,10,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
elementor_allow_tracking_last_update,auto,10,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_site_transient_timeout_imagify_check_licence_1,off,10,imagify,no,PURGE-CANDIDATE,high,Restore from app/sql/local.sql,
woocommerce_allow_tracking_last_modified,auto,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
updraftplus_dismisseddashnotice,on,10,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woosea_first_activation,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wcsv_activation_time,auto,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wpmc_rating_date,off,10,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
updraft_last_scheduled_f,auto,10,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
inpost_pl_last_time_update_services,auto,10,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
gla_onboarding_completed_at,auto,10,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_site_transient_timeout_woocommerce_blocks_patterns,off,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wp-all-export-pro_timeout_f3e07d8a5567b52eda97b45478a42948,yes,10,wp-all-export-pro,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_site_transient_timeout_browser_b6070f97dd99fd1a1f729156efd61e89,off,10,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
_site_transient_timeout_php_check_478252eea4acfca65f7d24ee29253bbe,off,10,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
_site_transient_timeout_php_check_0fbbe329bc0ccd676924cb4c767b781d,off,10,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_timeout_woocommerce_blocks_asset_api_script_data,off,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_shipping-transient-version,on,10,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_timeout_wc_shipping_method_count,off,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_timeout_woocommerce_blocks_asset_api_script_data_ssl,off,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_timeout_wc_term_counts,off,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_timeout_woocommerce_admin_pes_incentive_woopayments_store_has_orders,off,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_timeout_woocommerce_marketplace_promotions_v2,off,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_site_transient_timeout_php_check_f97435f29f75964c6616760b2555a445,off,10,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_product_query-transient-version,on,10,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_timeout_rank_math_dashboard_stats_widget,off,10,seo-by-rank-math,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_woocommerce_reports-transient-version,on,10,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
